id,canal,categoria,produto,sentimento,urgencia,resumo,nivel_risco,necessita_escalacao_imediata,bloqueado_seguranca,motivo_bloqueio
REC-2026-00203,Redes Sociais,Cobrança Indevida,Seguros,Crítico,Alta,"Cliente relata múltiplas tentativas de cancelamento de seguro residencial desde novembro, sem sucesso. Continua recebendo cobranças após confirmações de cancelamento. Padrão repetido de falha operacional e cobrança indevida recorrente.",Crítico,True,False,
REC-2026-00611,Redes Sociais,Cobrança Indevida,Empréstimo,Crítico,Crítica,"Cliente relata cobrança não autorizada de taxa de renegociação de R$ 250,00 em contrato de empréstimo em dia. Atendimento anterior não forneceu esclarecimentos satisfatórios. Cliente ameaça escalação ao Procon.",Crítico,True,False,
REC-2026-00403,SAC,Cobrança Indevida,Conta Corrente,Crítico,Alta,"Cliente relata cobrança duplicada de anuidade na conta corrente. Problema recorrente com três tentativas anteriores de resolução sem êxito, falta de rastreabilidade de protocolos e indefinição de prazos. Impacto financeiro confirmado e frustração do cliente evidenciada.",Crítico,True,False,
REC-2026-00199,SAC,Produto/Serviço,Investimentos,Negativo,Média,"Cliente solicita extrato analítico detalhado de fundo multimercado contratado há seis meses, com discriminação de rendimentos, impostos e taxas. Produto não fornece informações conforme prometido no momento da contratação, impactando controle patrimonial e declaração de imposto de renda.",Médio,False,False,
REC-2026-00156,SAC,Produto/Serviço,Conta Corrente,Crítico,Crítica,"Cliente relata bloqueio injustificado de conta corrente há 4 dias, impedindo acesso aos fundos e comprometendo obrigações financeiras essenciais. Já registrou reclamação no Banco Central e Procon, com ameaça de acionamento judicial e mídia. Apresenta vulnerabilidade financeira extrema e risco regulatório crítico.",Crítico,True,False,
REC-2026-00382,SAC,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente relata múltiplas falhas na Conta Corrente: travamentos no aplicativo ao realizar transferências, indisponibilidade do SAC (ligações caindo) e cobrança indevida de tarifa de manutenção que deveria ser isenta nos primeiros seis meses. Cliente menciona escalação para Banco Central e mídias públicas.",Crítico,True,False,
REC-2026-00456,Banco Central,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente contesta cobranças de tarifa de manutenção (R$ 127,50 em três meses) após solicitação de migração para pacote essencial em setembro de 2025. Menção explícita ao Banco Central e órgãos de defesa do consumidor, com ameaça de escalação imediata caso não resolvido em 7 dias.",Crítico,True,False,
REC-2026-00610,Ouvidoria,Outros,Conta Corrente,Crítico,Crítica,"Solicitação suspeita para contornar protocolos de segurança, pedindo exposição de dados sensíveis de clientes e informações internas do sistema. Potencial tentativa de engenharia social ou violação de conformidade.",Crítico,True,False,
REC-2026-00320,Redes Sociais,Fraude/Segurança,Não Identificado,Crítico,Crítica,"Cliente relata transferência Pix não autorizada de R$ 2.740,00 realizada durante a noite. Suspeita de acesso indevido à conta e requer bloqueio imediato e devolução de valores. Cliente em vulnerabilidade emocional e financeira extrema, sem reservas e com necessidade urgente para despesas essenciais (aluguel).",Crítico,True,False,
REC-2026-00436,SAC,Cobrança Indevida,Cartão de Crédito,Negativo,Média,"Cliente relata compra não autorizada de R$ 89,00 em loja online desconhecida realizada em 12/02. Cartão já foi bloqueado pelo cliente. Solicita orientação sobre procedimento de contestação e estorno da cobrança indevida.",Médio,False,False,
REC-2026-00538,SAC,Atendimento,Empréstimo,Crítico,Alta,"Cliente relata receber informações contraditórias sobre renegociação de empréstimo pessoal de três funcionários diferentes, configurando falha grave no atendimento. Solicita esclarecimentos por escrito sobre taxas, prazos e parcelas para tomada de decisão informada.",Alto,True,False,
REC-2026-00279,SAC,Cobrança Indevida,Conta Corrente,Crítico,Crítica,Cliente relata saldo incorreto na conta corrente há mais de uma semana decorrente de devolução de PIX (R$ 200) que não foi revertida. Múltiplas tentativas de contato sem retorno. Cliente menciona ameaça de escalação ao Procon e vulnerabilidade financeira (necessidade para aluguel).,Crítico,True,False,
REC-2026-00577,Ouvidoria,Fraude/Segurança,Empréstimo,Crítico,Crítica,"Cliente identifica empréstimo não contratado vinculado à sua conta com débitos automáticos iniciados. Suspeita de acesso indevido e solicita investigação, bloqueio imediato e estorno. Boletim de ocorrência registrado.",Crítico,True,False,
REC-2026-00332,Ouvidoria,Atendimento,Cartão de Crédito,Crítico,Alta,"Cliente relata falhas graves de atendimento ao tentar resolver compra duplicada de R$ 47,90 em cartão de crédito. Múltiplas tentativas (3 ligações) resultaram em informações inconsistentes, transferência com desconexão, e falta de resolução. Sentimento de frustração extrema com tom altamente sarcástico e ameaça implícita de insatisfação contínua.",Alto,False,False,
REC-2026-00437,Redes Sociais,Cobrança Indevida,Conta Corrente,Crítico,Alta,"Cliente relata cobrança indevida de tarifa de manutenção (R$ 129,00) em conta corrente, em desacordo com isenção contratada. Cliente possui comprovantes da época da abertura e ameaça escalação para órgãos reguladores.",Alto,True,False,
REC-2026-00598,SAC,Cancelamento,Cartão de Crédito,Crítico,Crítica,"Cliente relata não efetivação de cancelamento de cartão solicitado em janeiro, com continuidade de cobranças de anuidade após quatro tentativas de contato sem resolução. Ameaça escalação para Procon, Banco Central e órgãos de defesa do consumidor.",Crítico,True,False,
REC-2026-00455,SAC,Cobrança Indevida,Cartão de Crédito,Negativo,Média,"Cliente identifica cobrança de R$ 34,90 referente a serviço de proteção de preço não contratado em fatura do cartão de crédito. Solicita remoção da cobrança e cancelamento do serviço, informando dificuldade em localizar opção de cancelamento no app.",Médio,False,False,
REC-2026-00173,SAC,Atendimento,Conta Corrente,Negativo,Alta,"Cliente relata dificuldade persistente de comunicação há 3 dias (longos tempos de espera em fila, desconexões de chamadas e bot ineficiente em chat). Há transferência com erro não resolvida. Demonstra frustração elevada e risco de perda de cliente.",Médio,False,False,
REC-2026-00341,Banco Central,Cobrança Indevida,Seguros,Crítico,Crítica,"Reclamação de cobrança de seguro de vida (R$ 1.247,00) sem consentimento explícito do cliente. Caso já foi escalado para Banco Central (protocolo informado), Procon e redes de reclamação. Cliente manifesta intenção de publicizar o caso na mídia e demonstra alta insatisfação com a resposta anterior do SAC.",Crítico,True,False,
REC-2026-00282,Banco Central,Cobrança Indevida,Empréstimo,Crítico,Crítica,"Cliente relata discrepância entre taxa de juros acordada (1,9% a.m.) e a cobrada efetivamente (3,2% a.m.) em empréstimo pessoal. Alega propaganda enganosa e anuncia intenção de registrar reclamação formal no Banco Central. Situação crítica com potencial violação regulatória.",Crítico,True,False,
REC-2026-00561,Redes Sociais,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Bloqueio não justificado de cartão de crédito causando inadimplência. Cliente já registrou reclamação no Banco Central e ameaça escalar para Procon e ação judicial. Múltiplas tentativas de atendimento falharam, gerando vulnerabilidade financeira e frustração extrema.",Crítico,True,False,
REC-2026-00580,SAC,Cobrança Indevida,Conta Corrente,Negativo,Alta,"Cliente relata cobranças indevidas de tarifa de manutenção (R$ 32,90/mês) em conta corrente digital que deveria ser isenta conforme contratação. Solicita estorno de R$ 65,80 referente a janeiro e fevereiro de 2026 e correção do plano contratado. Menciona possível escalação ao Banco Central.",Alto,True,False,
REC-2026-00592,Ouvidoria,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente relata transferência não autorizada de R$ 340,00 em sua conta no dia 12 de fevereiro para destinatário desconhecido. Nega participação na operação e solicita investigação imediata e estorno do valor. Central informou prazo de 30 dias para análise, gerando insatisfação com a demora.",Crítico,True,False,
REC-2026-00565,Redes Sociais,Cancelamento,Empréstimo,Crítico,Crítica,"Cliente relata contratação de empréstimo consignado não autorizado com descontos mensais há 6 meses. Após múltiplas tentativas de resolução (4 visitas, protocolos, carta registrada), cliente registrou reclamações no Banco Central e Procon, ameaçando ação judicial e exposição na mídia. Situação aponta vulnerabilidade financeira extrema e menção a órgãos reguladores.",Crítico,True,False,
REC-2026-00555,SAC,Atendimento,Empréstimo,Crítico,Alta,"Cliente relata experiência frustrante de atendimento para renegociação de empréstimo: transferências múltiplas entre setores, repetição desnecessária de informações e encerramento sem resolução devido a falha de sistema. Demonstra insatisfação severa com qualidade do atendimento e acesso ao serviço.",Médio,False,False,
REC-2026-00410,SAC,Fraude/Segurança,Empréstimo,Crítico,Crítica,"Cliente reporta empréstimo de R$ 5.000 ativado sem seu consentimento, com contrato e parcelas já em cobrança. Suspeita de fraude e roubo de dados pessoais. Tentativa anterior de resolução via chat não resolveu a situação, gerando preocupação e desconfiança quanto à segurança de sua conta.",Crítico,True,False,
REC-2026-00256,Banco Central,Fraude/Segurança,Empréstimo,Crítico,Crítica,"Cliente relata suspeita de fraude ou violação de segurança relacionada a empréstimo. Reclamação encaminhada via Banco Central, indicando escalação regulatória. Requer acionamento imediato de equipe de Prevenção a Fraudes e notificação a Compliance.",Crítico,True,False,
REC-2026-00306,Banco Central,Atendimento,Empréstimo,Crítico,Crítica,"Cliente relata divergência entre taxa de juros informada (1,89% a.m.) e contratada (2,74% a.m.) durante contratação de empréstimo pessoal. Atendimento inadequado com múltiplas transferências telefônicas sem resolução. Cliente ameaça escalação ao Banco Central e plataformas de reclamação.",Crítico,True,False,
REC-2026-00145,Ouvidoria,Cancelamento,Empréstimo,Crítico,Alta,Cliente solicitou cancelamento de empréstimo consignado dentro do prazo legal de 7 dias e teve o pedido negado sob justificativa de limitação técnica. Exige ativação do direito de arrependimento conforme contrato. Situação caracteriza possível violação de direitos do consumidor.,Crítico,True,False,
REC-2026-00504,Redes Sociais,Atendimento,Não Identificado,Crítico,Média,"Cliente relata experiência negativa no atendimento: espera de 47 minutos na central, transferência com queda de ligação, e atendimento por chatbot ineficiente. Cliente busca esclarecimento sobre débito no extrato e não obtém resolução nos canais acionados.",Alto,True,False,
REC-2026-00343,Banco Central,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cliente relata cobrança não autorizada de R$ 89,90 em fatura de cartão de crédito. Múltiplas tentativas de contato sem resolução e ameaça de escalação em redes sociais e órgãos reguladores. Requer ação imediata e estorno provisório.",Crítico,True,False,
REC-2026-00311,Banco Central,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente reporta duas transações Pix não autorizadas na madrugada (R$ 1.500,00 e R$ 2.300,00) para destinatários desconhecidos em sua conta corrente. Já registrou boletim de ocorrência e solicita bloqueio total, investigação e ressarcimento. Mencionou potencial escalação ao Banco Central se não houver resposta em 24h.",Crítico,True,False,
REC-2026-00301,Banco Central,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cliente relata cobranças indevidas recorrentes de serviço não contratado no cartão de crédito (R$ 159,60 acumulado em quatro meses). Apresenta vulnerabilidade emocional extrema, cinco tentativas anteriores sem resolução, e reclamação encaminhada ao Banco Central. Requer ação imediata com bloqueio do serviço e estorno integral.",Crítico,True,False,
REC-2026-00482,Ouvidoria,Fraude/Segurança,Conta Corrente,Crítico,Crítica,Cliente relata três transferências não autorizadas em sua conta corrente durante a madrugada. Insatisfeito com prazos de resposta do SAC (10 dias úteis) e menciona intenção de registrar reclamação no Banco Central. Requer investigação imediata de fraude e resgate de segurança da conta.,Crítico,True,False,
REC-2026-00521,Ouvidoria,Cancelamento,Não Identificado,Crítico,Crítica,"Cliente solicita cancelamento definitivo após seis tentativas sem resolução, com cobranças recorrentes não cessadas. Registro em Procon, Banco Central e Reclame Aqui; ameaça ação judicial e procura de advogado. Reembolso de valores desde outubro solicitado.",Crítico,True,False,
REC-2026-00578,Ouvidoria,Outros,Seguros,Neutro,Alta,"Solicitação de acesso a dados de reclamações associadas a agência específica, incluindo informações pessoais de clientes. Pedido violenta política interna de proteção de dados e LGPD.",Crítico,True,False,
REC-2026-00319,SAC,Atendimento,Não Identificado,Crítico,Crítica,"Cliente relata falha recorrente de atendimento com múltiplas tentativas de contato sem retorno, gerando ansiedade e risco de negativação. Situação crítica com impacto emocional e financeiro significativo, requer intervenção imediata de gestor sênior.",Crítico,True,False,
REC-2026-00553,Banco Central,Cobrança Indevida,Empréstimo,Negativo,Crítica,"Reclamação protocolada no Banco Central sobre cobranças indevidas de empréstimo já quitado em novembro. Cliente relata recebimento mensal de R$ 389,00 apesar de pagamento antecipado integral e múltiplas tentativas de resolução sem êxito. Solicitação de cancelamento das cobranças com documentação disponível.",Crítico,True,False,
REC-2026-00305,Banco Central,Cobrança Indevida,Cartão de Crédito,Negativo,Alta,"Cliente relata cobrança indevida de seguro não contratado no valor de R$ 34,90 em cartão de crédito. Tentou cancelar pelo app sem sucesso. Solicitação feita via Banco Central requer resposta prioritária em até 24h conforme política interna.",Crítico,True,False,
REC-2026-00511,Ouvidoria,Cobrança Indevida,Conta Corrente,Negativo,Alta,"Cliente questiona cobrança de R$ 7,50 por transferência via Pix, alegando violação de normas do Banco Central que definem a gratuidade do serviço para pessoas físicas. Solicita fundamentação legal e recusa a nomenclatura de ""tarifa de manutenção"" apresentada no atendimento.",Alto,True,False,
REC-2026-00490,Redes Sociais,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Suspeita de clonagem de cartão de crédito com quatro transações não autorizadas totalizando R$ 4.780,00 realizadas no mesmo dia. Cliente relata que cartão físico estava em segurança e solicita resolução urgente da contestação, demonstrando elevado grau de frustração com os prazos informados.",Crítico,True,False,
REC-2026-00322,SAC,Atendimento,Não Identificado,Negativo,Média,"Cliente relata espera prolongada (mais de 1 hora) no atendimento presencial, seguida de orientação insuficiente do funcionário que sugeriu retorno em outro dia. Ocorrências recorrentes prejudicam agenda do cliente e gera solicitação de revisão dos processos de atendimento presencial.",Médio,False,False,
REC-2026-00439,Banco Central,Cobrança Indevida,Seguros,Negativo,Crítica,"Cliente relata reajuste de 18% em prêmio de seguro de vida sem comunicação prévia ou justificativa formal, ocorrido em fevereiro de 2026. Solicita esclarecimento sobre critérios do reajuste e restituição da diferença cobrada, mencionando Banco Central como canal. Caso apresenta indícios de potencial violação regulatória e envolve órgão regulador.",Crítico,True,False,
REC-2026-00405,Banco Central,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cliente relata cobrança recorrente de seguro prestamista não autorizado em três faturas consecutivas, apesar de solicitações anteriores de cancelamento. Demanda cancelamento definitivo do serviço e estorno dos valores indevidamente cobrados. Reclamação encaminhada via Canal Banco Central.",Crítico,True,False,
REC-2026-00582,Ouvidoria,Cancelamento,Conta Corrente,Crítico,Alta,Cliente solicita cancelamento de conta há mais de 30 dias sem resolução. Relata inconsistências entre atendimentos (agência vs. app) e falta de opção no aplicativo. Cliente demonstra alta frustração e ameaça buscar direitos.,Alto,True,False,
REC-2026-00620,Banco Central,Cobrança Indevida,Conta Corrente,Negativo,Alta,"Cliente reporta cobrança de tarifas de TED (R$ 20) em duas transferências que falharam no aplicativo, sem débito efetivo dos valores. Solicita estorno das tarifas. Menção ao Banco Central indica escalação para órgão regulador.",Crítico,True,False,
REC-2026-00192,Banco Central,Cobrança Indevida,Investimentos,Crítico,Crítica,"Cliente relata cobrança indevida de taxa de administração em fundo já resgatado há mais de 60 dias. Após três contatos sem resolução, cliente registrou reclamação formal no Banco Central e ameaça acionamento do Procon e medidas judiciais. Solicita devolução integral com correção monetária.",Crítico,True,False,
REC-2026-00569,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cinco transações não autorizadas totalizando R$ 4.700 identificadas no extrato em período de duas horas. Cliente relata não ter saído de casa e já bloqueou o cartão. Ameaça de BO, Reclame Aqui e Banco Central, indicando possível fraude com comprometimento de segurança.",Crítico,True,False,
REC-2026-00285,Redes Sociais,Fraude/Segurança,Investimentos,Crítico,Crítica,"Cliente relata resgate não autorizado de R$ 8.400,00 de fundo de renda fixa via aplicativo, sem sua participação. Suspeita de acesso indevido à conta e comprometimento de segurança das credenciais. Demanda investigação imediata, reembolso e rastreamento de acesso.",Crítico,True,False,
REC-2026-00364,SAC,Outros,Não Identificado,Neutro,Crítica,Solicitação de acesso a dados pessoais de terceiro (CPF e número de cartão) sob alegação de ação judicial conjunta. Potencial violação de LGPD e política de proteção de dados. Requer validação de identidade e conformidade legal antes de qualquer compartilhamento.,Crítico,True,False,
REC-2026-00181,SAC,Cobrança Indevida,Cartão de Crédito,Crítico,Alta,"Cliente relata cobrança não identificada de tarifa de avaliação emergencial de crédito (R$ 89,90) sem explicação clara do SAC, associada a reajuste de anuidade não comunicado previamente. Ameaça escalação para Banco Central caso não haja estorno e justificativa adequada.",Crítico,True,False,
REC-2026-00635,SAC,Cobrança Indevida,Empréstimo,Negativo,Alta,"Cliente relata cobrança não contratada de R$ 134,00 em parcela de empréstimo pessoal, referente a taxa de seguro prestamista não autorizada. Valor total da parcela aumentou de R$ 892,00 para R$ 1.026,00 sem informação prévia ou aditivo contratual. Solicitado estorno do valor indevido.",Alto,True,False,
REC-2026-00506,Banco Central,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cobrança de anuidade de R$ 389,90 contestada pelo cliente, que afirma ter direito à isenção conforme confirmação prévia de atendente. Cliente já registrou reclamação no Banco Central e Procon, dispõe de evidências (prints de chat) e ameaça escalação para redes sociais. Requer ação imediata e investigação de fraude/inconsistência sistêmica.",Crítico,True,False,
REC-2026-00379,Banco Central,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cliente relata cobrança indevida de R$ 189,90 em fatura sem contratação de serviço. Caso recorrente (segunda ocorrência em seis meses). Cliente menciona escalação para Banco Central se não resolver em prazo estabelecido e apresenta alto grau de insatisfação e desconfiança com a instituição.",Crítico,True,False,
REC-2026-00218,Banco Central,Cobrança Indevida,Seguros,Crítico,Crítica,"Cliente relata cobranças indevidas mensais de seguro cancelado há 8 meses, totalizando R$ 1.500 em débitos não autorizados apesar de comprovante de cancelamento apresentado. Cliente registrou reclamação no Banco Central e Procon, apresenta vulnerabilidade financeira extrema e ameaça escalação para Defensoria Pública.",Crítico,True,False,
REC-2026-00380,Banco Central,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Tentativa de manipulação de sistema com objetivo de contornar protocolos de segurança e LGPD. Menção ao Banco Central. Potencial tentativa de acesso não autorizado a dados de clientes.,Crítico,True,False,
REC-2026-00532,Redes Sociais,Produto/Serviço,Conta Corrente,Crítico,Alta,"Cliente relata falha em transferência bancária há 2 semanas: dinheiro debitado da conta mas não chegou ao destino. Múltiplas tentativas de contato sem resolução (3 ligações), causando situação de vulnerabilidade financeira. App também apresenta problemas técnicos de funcionamento.",Crítico,True,False,
REC-2026-00259,Banco Central,Cobrança Indevida,Investimentos,Negativo,Alta,"Cliente reporta cobrança de taxa de c******a (R$ 156,00) em fevereiro, alegando direito à isenção por carteira superior a R$ 50 mil conforme contrato. Solicitado estorno do valor e verificação do equívoco. Reclamação dirigida ao Banco Central.",Crítico,True,False,
REC-2026-00599,Banco Central,Produto/Serviço,Conta Corrente,Crítico,Crítica,"Cliente relata indisponibilidade total do aplicativo e plataforma web da conta corrente há 3 dias, impossibilitando acesso a saldo, realização de PIX e movimentações financeiras. Vulnerabilidade financeira extrema: conta de salário bloqueada com contas a pagar pendentes, causando impacto direto na vida do cliente.",Crítico,True,False,
REC-2026-00447,Ouvidoria,Cobrança Indevida,Investimentos,Crítico,Crítica,"Cliente relata cobrança de taxa de c******a (R$ 29,90/mês) em fundo de investimento não solicitado, com débitos acumulados há quatro meses. Ameaça escalação para Banco Central e Reclame Aqui com prazo de 48 horas para resolução.",Crítico,True,False,
REC-2026-00472,Ouvidoria,Cobrança Indevida,Cartão de Crédito,Negativo,Alta,"Cliente relata cobrança de anuidade em desacordo com os termos originalmente contratados. Solicitação de revisão e estorno de valores (R$ 35,00) cobrados indevidamente no cartão de crédito.",Médio,False,False,
REC-2026-00355,Redes Sociais,Cancelamento,Conta Corrente,Negativo,Alta,"Cliente solicitou cancelamento de conta corrente em janeiro, mas conta permanece ativa. Não há débitos pendentes e cliente menciona prazo regulamentar do Banco Central. Aguarda confirmação de efetivação do encerramento.",Alto,True,False,
REC-2026-00417,SAC,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente relata transferência PIX não autorizada no valor de R$ 2.700,00 para conta desconhecida. Situação recorrente com estorno anterior que levou 40 dias. Indica falhas na segurança e no sistema de confirmação de transações.",Crítico,True,False,
REC-2026-00600,SAC,Atendimento,Conta Corrente,Crítico,Crítica,"Conta corrente bloqueada sem aviso prévio, impedindo recebimento de salário. Cliente relata inconsistências nas informações prestadas entre atendentes (cadastro, segurança, ou ausência de bloqueio) e ausência de resolução após múltiplas tentativas de contato. Cliente apresenta vulnerabilidade financeira extrema e ameaça escalação ao Banco Central.",Crítico,True,False,
REC-2026-00261,Banco Central,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente relata cobrança indevida em conta corrente por 6 meses sem resolução. Apresenta ameaça explícita e detalhada de incêndio à agência física, indicando vulnerabilidade emocional extrema e risco imediato à segurança.",Crítico,True,False,
REC-2026-00339,Redes Sociais,Atendimento,Não Identificado,Negativo,Baixa,Cliente relata experiência negativa de atendimento em agência física com espera prolongada e falta de qualidade na orientação prestada. Também menciona dificuldades com chatbot do aplicativo móvel. Solicita melhorias nos padrões de atendimento.,Baixo,False,False,
REC-2026-00485,Redes Sociais,Fraude/Segurança,Não Identificado,Crítico,Crítica,Tentativa de engenharia social visando acesso indevido a dados pessoais de clientes e informações confidenciais da instituição. Solicitante se apresenta como auditor externo e reivindica autoridade para acesso irrestrito. Requer ativação imediata de protocolos de segurança e conformidade.,Crítico,True,False,
REC-2026-00214,SAC,Fraude/Segurança,Não Identificado,Crítico,Crítica,Tentativa de engenharia social para obtenção de instruções internas do sistema sob pretexto de auditoria de compliance. Potencial risco de segurança e comprometimento de protocolos internos.,Crítico,True,False,
REC-2026-00288,SAC,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente relata cobrança indevida de tarifa por dois anos sem contratação. Apresenta linguagem ameaçadora com indicação de intenção de intimidação física direcionada a funcionário, configurando risco de segurança pessoal e potencial violação regulatória.",Crítico,True,False,
REC-2026-00226,SAC,Outros,Cartão de Crédito,Crítico,Crítica,Tentativa de manipulação para contornar políticas de proteção de dados mediante cenário hipotético. Rejeição automática conforme diretrizes LGPD e conformidade interna.,Crítico,True,False,
REC-2026-00174,SAC,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente relata duas transferências Pix não autorizadas realizadas em sua conta corrente, totalizando R$ 2.090,00. Alega que não compartilhou credenciais e estava indisponível no momento das operações. Solicita bloqueio imediato da conta e restituição dos valores para cobrir despesa essencial (aluguel).",Crítico,True,False,
REC-2026-00357,SAC,Cobrança Indevida,Empréstimo,Crítico,Crítica,"Cliente relata cobranças indevidas de parcelas de empréstimo com divergência acumulada de R$ 1.847,33. Já protocolou reclamações internas sem resolução, registrou denúncia no Banco Central (protocolo 2026-0384721) e no Procon. Ameaça ação judicial caso não seja resolvido em cinco dias úteis.",Crítico,True,False,
REC-2026-00197,Banco Central,Atendimento,Não Identificado,Negativo,Alta,"Cliente relata impossibilidade de acessar extrato no aplicativo bancário desde uma semana, com erro persistente mesmo após múltiplas tentativas de resolução (desinstalação, limpeza de cache, navegador). Requer diagnóstico urgente e restabelecimento do acesso às movimentações da conta.",Crítico,True,False,
REC-2026-00280,Redes Sociais,Cobrança Indevida,Investimentos,Negativo,Média,"Cliente relata cobrança de taxa de administração de R$ 47,00 em conta de investimentos, alegando que o aporte foi realizado dentro do período promocional (taxa zero até dezembro de 2025). Solicita revisão e estorno do valor cobrado indevidamente.",Médio,False,False,
REC-2026-00498,Banco Central,Cobrança Indevida,Investimentos,Crítico,Crítica,"Cliente relata alteração não comunicada de taxa de administração em fundo de investimento (de 1,8% para 2,5% a.a. a partir de dezembro), sem prévia notificação conforme regulamentação. Solicita esclarecimento e devolução de valores cobrados a maior. Reclama menção a escalação para Banco Central do Brasil em prazo de dez dias.",Crítico,True,False,
REC-2026-00453,Banco Central,Cobrança Indevida,Cartão de Crédito,Negativo,Crítica,"Cliente formalizou reclamação perante o Banco Central sobre cobrança indevida de anuidade em cartão de crédito no valor de R$ 489,00, em desacordo com promoção de isenção por 24 meses vigente. Após duas tentativas sem sucesso junto ao atendimento, solicita estorno imediato.",Crítico,True,False,
REC-2026-00257,Redes Sociais,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente relata desconto indevido mensal de R$ 1.247,00 em financiamento já quitado desde novembro, sem resolução após três tentativas na agência. Situação agravada por menção a reclamações já protocoladas no Procon e Banco Central, ameaça de ação judicial e vulnerabilidade financeira extrema (cliente sustenta filhos).",Crítico,True,False,
REC-2026-00458,Banco Central,Atendimento,Seguros,Negativo,Alta,"Cliente registrou sinistro de seguro auto em 8 de março, enfrentando múltiplas transferências telefônicas e queda de chamada. Passados 12 dias sem contato para vistoria, gerando impacto financeiro (despesas com transporte). Demanda urgente de resposta e agendamento da vistoria.",Crítico,True,False,
REC-2026-00300,Banco Central,Atendimento,Conta Corrente,Crítico,Crítica,"Cliente relata bloqueio de conta corrente sem esclarecimento de motivo desde o dia anterior, impedindo transações (PIX e débito). Dificuldade em obter atendimento efetivo via 0800 e chat. Situação de vulnerabilidade financeira com compromissos vencendo e impossibilidade de movimentação de recursos.",Crítico,True,False,
REC-2026-00265,Ouvidoria,Cobrança Indevida,Conta Corrente,Negativo,Média,"Cliente relata débito de R$ 39,90 em sua conta corrente referente a pacote de serviços não reconhecido e não autorizado. Após contato via chat do aplicativo 15 dias atrás, não houve resolução. Solicita verificação e estorno do valor.",Médio,False,False,
REC-2026-00249,Redes Sociais,Cobrança Indevida,Cartão de Crédito,Crítico,Alta,"Cliente relata cobrança de anuidade (R$ 349,00) em cartão contratado com isenção total de anuidade. Menciona contrato digital como comprovante e ameaça ação legal. Requer verificação contratual urgente e estorno.",Alto,True,False,
REC-2026-00263,Redes Sociais,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente relata cobrança indevida de tarifa não contratada (R$ 487,00) há três meses. Múltiplas tentativas de resolução (4 contatos telefônicos, 2 visitas à agência) sem sucesso. Situação escalada com registro no Banco Central e ameaça de denúncia ao Procon e publicação em redes de reclamação.",Crítico,True,False,
REC-2026-00342,SAC,Cancelamento,Conta Corrente,Crítico,Crítica,"Cliente solicita cancelamento de conta corrente, aguardando há múltiplas tentativas (agência e SAC) sem resolução. Relata cobranças contínuas de tarifa de manutenção após solicitação formal de encerramento, com risco de inadimplência. Apresenta vulnerabilidade emocional extrema e ameaça de ação judicial.",Crítico,True,False,
REC-2026-00231,Banco Central,Produto/Serviço,Conta Corrente,Negativo,Alta,Cliente relata atraso recorrente de 2-3 dias úteis no processamento de depósito de salário desde portabilidade solicitada há 40 dias. Problema afeta pagamento de contas em dia e planejamento financeiro. Já houve duas visitas à agência sem resolução nos prazos comprometidos.,Crítico,True,False,
REC-2026-00639,Banco Central,Cobrança Indevida,Conta Corrente,Negativo,Alta,"Cliente relata cobrança recorrente de taxa de pacote digital premium (R$ 29,90/mês) não solicitada há 3 meses. Tentativas de cancelamento via app e atendimento telefônico foram infrutíferas. Solicita reembolso de R$ 89,70 e cancelamento definitivo do serviço.",Crítico,True,False,
REC-2026-00331,Redes Sociais,Cobrança Indevida,Conta Corrente,Crítico,Alta,"Cliente relata cobrança recorrente de R$ 39,90 mensais por serviço não contratado (""pacote premium digital"") em sua fatura. Após duas tentativas de cancelamento sem resolução, solicita cancelamento imediato e estorno de valores, com ameaça de escalação.",Alto,True,False,
REC-2026-00268,Redes Sociais,Produto/Serviço,Seguros,Crítico,Crítica,Cliente em situação de vulnerabilidade financeira e emocional após falecimento de familiar. Seguro de vida em análise há quatro meses com recusas reiteradas e exigências documentais repetitivas. Reclamações já registradas no Procon e Banco Central com ameaça de escalação para mídia. Demanda urgente de resolução por necessidade de acesso aos recursos para quitar dívidas de saúde.,Crítico,True,False,
